,transaction_id,timestamp,merchant_category,merchant_type,amount,currency,country,city,city_size,card_type,card_present,device,channel,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,num_transac_last_hour,total_amount_last_hour,unique_merchants_last_hour,unique_countries_last_hour,max_single_amount_last_hour,is_fraud
44,TX_568d6d75,2024-10-08 01:39:37.229950+00:00,Restaurant,casual,53795.92,JPY,Japan,Unknown City,medium,Premium Debit,False,Firefox,web,0,False,1,False,392.0,26463704.29865431,97.0,12.0,1269455.3205607263,True
45,TX_571ff7cf,2024-10-12 01:02:54.456972+00:00,Gas,major,11384.4,BRL,Brazil,Unknown City,medium,Gold Credit,False,Safari,web,1,False,1,True,127.0,25112216.714618474,72.0,10.0,1814049.0580980438,True
46,TX_923206a3,2024-10-08 23:25:45.464851+00:00,Travel,transport,186509.57,NGN,Nigeria,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,0,True,23,False,930.0,137432106.85487017,105.0,12.0,4890217.561169302,True
47,TX_d031b3d1,2024-10-26 13:40:39.101528+00:00,Education,supplies,1427.32,GBP,UK,Unknown City,medium,Basic Debit,True,Chip Reader,pos,1,False,13,True,27.0,152977.12625654426,27.0,5.0,78394.0167064242,True
48,TX_8e04e55f,2024-10-26 08:49:55.862080+00:00,Education,supplies,43364.97,JPY,Japan,Unknown City,medium,Basic Credit,False,Safari,web,0,False,8,True,210.0,9009595.602392232,93.0,12.0,1697970.0528141072,False
49,TX_4fb6d447,2024-10-03 18:49:18.899534+00:00,Restaurant,premium,1050.74,EUR,Germany,Unknown City,medium,Platinum Credit,False,iOS App,mobile,0,False,18,False,510.0,20146597.29836996,104.0,12.0,4064153.023515958,False
50,TX_c492265e,2024-10-11 08:22:24.960606+00:00,Retail,online,742.57,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,0,False,8,False,1092.0,33055735.44775261,105.0,12.0,4624224.095097276,False
51,TX_49a4514f,2024-10-29 13:55:12.627245+00:00,Grocery,online,30321.53,JPY,Japan,Unknown City,medium,Basic Debit,False,iOS App,mobile,0,False,13,False,33.0,1082085.5438109583,29.0,9.0,138106.29293535513,False
52,TX_b31c9f5f,2024-10-19 22:47:31.204465+00:00,Restaurant,premium,491.82,EUR,Germany,Unknown City,medium,Gold Credit,False,Chrome,web,0,False,22,True,389.0,10889810.329894237,99.0,12.0,3650190.3271286613,False
53,TX_8e5e1131,2024-10-15 00:27:45.643480+00:00,Gas,major,1137.4,EUR,France,Unknown City,medium,Gold Credit,False,Edge,web,1,False,0,False,23.0,1443233.6090177442,22.0,7.0,778422.5751705301,True
54,TX_ff4d8e50,2024-10-23 11:10:37.227576+00:00,Healthcare,medical,87.58,MXN,Mexico,Unknown City,medium,Platinum Credit,False,iOS App,mobile,1,False,11,False,184.0,4438470.042466163,79.0,12.0,894052.0805710092,True
55,TX_acdcfe2c,2024-09-30 01:01:37.694480+00:00,Restaurant,premium,84.81,MXN,Mexico,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,1,False,533.0,13603608.704482654,104.0,12.0,1420630.6737906314,True
56,TX_9bead2de,2024-10-08 03:58:22.746224+00:00,Restaurant,premium,45.17,RUB,Russia,Unknown City,medium,Basic Credit,False,Firefox,web,1,False,3,False,942.0,20465298.041384432,105.0,12.0,2987749.6002679225,True
57,TX_fb59698c,2024-10-02 04:42:55.465449+00:00,Restaurant,premium,27863.97,MXN,Mexico,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,1,False,4,False,284.0,8447320.060667085,92.0,12.0,3218635.1446050503,True
58,TX_e82aace2,2024-10-05 08:05:58.944250+00:00,Retail,physical,398.01,AUD,Australia,Unknown City,medium,Basic Credit,False,Edge,web,0,False,8,True,206.0,4677065.066989078,77.0,12.0,870870.9587098396,False
59,TX_b74abbd1,2024-10-28 03:37:38.779247+00:00,Entertainment,events,726513.85,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Chrome,web,1,True,3,False,64.0,1070132.296608004,48.0,7.0,726513.8542344469,True
60,TX_a1ef81a4,2024-10-28 22:41:43.897494+00:00,Retail,online,247798.99,RUB,Russia,Unknown City,medium,Premium Debit,True,NFC Payment,pos,1,False,22,False,19.0,3489996.108960743,19.0,5.0,817877.8554621697,True
61,TX_b14c80be,2024-10-14 22:37:33.199474+00:00,Restaurant,premium,435.25,EUR,France,Unknown City,medium,Gold Credit,False,iOS App,mobile,1,False,22,False,554.0,17408752.47109585,103.0,12.0,1230382.2585015867,False
62,TX_9e507d8d,2024-10-17 04:02:33.446280+00:00,Restaurant,fast_food,43971.03,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,4,False,295.0,5246498.539666304,94.0,12.0,689379.1939347279,True
63,TX_0d3b0bba,2024-10-20 06:52:16.217837+00:00,Retail,physical,905220.06,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,6,True,340.0,35022341.71760815,94.0,12.0,946162.6127778009,True
64,TX_fe3f447f,2024-10-18 19:57:28.351767+00:00,Travel,transport,5959.38,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,0,True,19,False,633.0,22106743.387362417,103.0,12.0,2936206.408897217,False
65,TX_d40f8d31,2024-10-18 02:15:16.874173+00:00,Travel,airlines,5620.96,CAD,Canada,Unknown City,medium,Basic Debit,False,Firefox,web,1,True,2,False,415.0,18956518.564711966,102.0,12.0,1537727.447050749,True
66,TX_0ab4ccab,2024-10-07 16:59:48.736062+00:00,Retail,physical,608701.0,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,16,False,212.0,7315896.185092298,81.0,12.0,905328.6381037581,True
67,TX_f9a2a202,2024-10-08 05:18:07.844107+00:00,Gas,local,1064.07,NGN,Nigeria,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,1,False,5,False,394.0,12352821.189434212,99.0,11.0,1883273.8359664162,True
68,TX_171c631b,2024-10-06 08:04:19.317095+00:00,Education,online,141771.02,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Edge,web,0,False,8,True,916.0,139487336.30910718,105.0,12.0,2146793.1544745406,False
69,TX_06129d78,2024-09-30 10:32:43.001678+00:00,Education,online,7134.21,MXN,Mexico,Unknown City,medium,Basic Debit,False,Android App,mobile,1,False,10,False,639.0,16057864.692907944,104.0,12.0,2014955.3004993289,False
70,TX_810155a2,2024-10-09 07:20:48.290848+00:00,Travel,hotels,21549.92,BRL,Brazil,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,0,True,7,False,338.0,9109238.351655869,100.0,12.0,889333.5379224884,True
71,TX_5a45dd3e,2024-10-22 03:20:44.958900+00:00,Entertainment,events,0.75,BRL,Brazil,Unknown City,medium,Gold Credit,False,Firefox,web,1,True,3,False,8.0,23618.35106458438,8.0,2.0,20755.59764254474,True
72,TX_098b1eef,2024-10-08 09:42:15.596846+00:00,Education,online,550.32,AUD,Australia,Unknown City,medium,Premium Debit,False,iOS App,mobile,0,False,9,False,513.0,12662361.87463633,103.0,12.0,1681657.121975346,False
73,TX_4f080b13,2024-10-24 18:34:57.741544+00:00,Healthcare,medical,358.26,GBP,UK,Unknown City,medium,Basic Debit,False,Safari,web,1,False,18,False,130.0,3286791.908979818,72.0,12.0,948403.7398065007,False
74,TX_21953aac,2024-10-13 11:17:36.435455+00:00,Education,online,879.61,EUR,Germany,Unknown City,medium,Basic Credit,True,Chip Reader,pos,1,False,11,True,295.0,9995151.530710565,98.0,12.0,1342653.9606797486,True
75,TX_b20d8e42,2024-10-11 14:09:39.506453+00:00,Healthcare,pharmacy,786360.26,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,0,False,14,False,1038.0,455212451.2507714,105.0,12.0,5351328.302449927,False
76,TX_858f3b48,2024-10-25 09:17:52.242763+00:00,Entertainment,events,377.55,CAD,Canada,Unknown City,medium,Basic Debit,False,Edge,web,0,True,9,False,300.0,4150467.309477333,98.0,11.0,1513390.2767043416,False
77,TX_5e76ceca,2024-10-13 08:47:06.475843+00:00,Gas,major,117840.4,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,8,True,429.0,38863499.774971046,102.0,12.0,1261327.9471123666,False
78,TX_17ca9101,2024-10-14 15:47:28.619994+00:00,Gas,local,8019.9,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,0,False,15,False,907.0,36219848.3950454,105.0,12.0,5073507.635228448,False
79,TX_840ee2ed,2024-10-27 18:53:39.599666+00:00,Healthcare,pharmacy,815.01,SGD,Singapore,Unknown City,medium,Gold Credit,False,Safari,web,0,False,18,True,37.0,427983.4960957799,29.0,7.0,173404.0418841484,False
80,TX_b99136ba,2024-10-07 04:20:13.287359+00:00,Grocery,online,2.14,EUR,France,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,1,False,4,False,200.0,2695512.9688665196,79.0,11.0,882759.3128698115,True
81,TX_8ff02100,2024-10-07 01:50:18.885649+00:00,Healthcare,pharmacy,150915.54,RUB,Russia,Unknown City,medium,Platinum Credit,True,NFC Payment,pos,1,False,1,False,1619.0,50084856.11803211,105.0,12.0,3919232.2908455105,True
82,TX_275d369c,2024-10-30 16:42:52.983976+00:00,Entertainment,gaming,1371.98,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,1,True,16,False,1.0,1726.746199350156,1.0,1.0,1371.982705614879,True
83,TX_cc062c93,2024-10-03 12:43:31.125259+00:00,Travel,transport,51239.04,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,0,True,12,False,230.0,31637657.675942007,90.0,12.0,1297189.8881906795,False
84,TX_ce69f4f5,2024-10-02 07:42:05.247965+00:00,Grocery,online,44611.14,JPY,Japan,Unknown City,medium,Gold Credit,False,Chrome,web,0,False,7,False,147.0,5804754.591537618,75.0,12.0,550075.9407448504,False
85,TX_956cdd0b,2024-10-19 17:55:11.232698+00:00,Healthcare,pharmacy,821057.3,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Edge,web,1,False,17,True,305.0,3870713.7121571647,94.0,12.0,821057.2973973894,True
86,TX_cbc84da5,2024-10-18 11:05:05.617942+00:00,Restaurant,fast_food,32496.91,RUB,Russia,Unknown City,medium,Platinum Credit,False,Firefox,web,0,False,11,False,318.0,29353545.731788345,99.0,12.0,2665550.3105258076,False
87,TX_3a5b5077,2024-10-17 03:22:51.743362+00:00,Entertainment,events,26887.54,MXN,Mexico,Unknown City,medium,Basic Credit,True,NFC Payment,pos,1,True,3,False,242.0,1833610.696740139,88.0,12.0,296105.4162683482,True
88,TX_3766c248,2024-10-16 00:16:26.955137+00:00,Entertainment,events,37400.59,MXN,Mexico,Unknown City,medium,Basic Debit,False,Chrome,web,1,True,0,False,363.0,10353056.370243244,99.0,12.0,897799.57642515,True
89,TX_2642faa8,2024-10-21 11:32:14.952406+00:00,Gas,major,206776.25,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,0,False,11,False,153.0,32352758.182353314,82.0,10.0,1022994.3082796531,False
90,TX_d56d6e47,2024-10-19 18:36:50.866944+00:00,Education,supplies,532.27,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,0,False,18,True,574.0,18817817.227891885,104.0,12.0,5283626.901842794,False
91,TX_1099d559,2024-10-15 18:33:55.139419+00:00,Education,supplies,86.19,EUR,France,Unknown City,medium,Basic Debit,False,Safari,web,0,False,18,False,220.0,3903326.90149719,84.0,12.0,935714.4969085604,False
92,TX_f9cf048e,2024-10-08 08:23:25.544153+00:00,Restaurant,fast_food,2799.51,MXN,Mexico,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,8,False,705.0,41946102.14379301,104.0,12.0,682831.4593362254,True
93,TX_4122d151,2024-10-23 15:16:37.676625+00:00,Restaurant,premium,166.26,GBP,UK,Unknown City,medium,Basic Credit,False,Safari,web,0,False,15,False,70.0,1332517.2229548788,51.0,9.0,485547.93713403225,False
94,TX_48b53c7d,2024-10-20 09:36:45.567828+00:00,Retail,physical,650.39,SGD,Singapore,Unknown City,medium,Premium Debit,False,iOS App,mobile,0,False,9,True,2.0,55216.704486047376,2.0,2.0,53469.411106112864,False
95,TX_af0dba83,2024-10-13 19:52:29.793248+00:00,Grocery,online,76.06,MXN,Mexico,Unknown City,medium,Gold Credit,False,iOS App,mobile,1,False,19,True,507.0,26881488.589943945,102.0,12.0,1822425.9488332476,True
96,TX_255eaf33,2024-09-30 03:18:33.500545+00:00,Restaurant,casual,564.56,EUR,Germany,Unknown City,medium,Gold Credit,False,Edge,web,0,False,3,False,1427.0,48332702.29093168,105.0,12.0,4595412.833858982,False
97,TX_7659b668,2024-10-25 11:23:32.674075+00:00,Restaurant,casual,173.33,EUR,Germany,Unknown City,medium,Basic Credit,False,Firefox,web,0,False,11,False,279.0,6745373.895218014,98.0,12.0,1402524.2169602637,False
98,TX_84f6e8d4,2024-10-24 18:50:07.205629+00:00,Travel,airlines,154755.58,JPY,Japan,Unknown City,medium,Gold Credit,False,Android App,mobile,1,True,18,False,335.0,12120758.676939119,98.0,12.0,2105736.338768014,False
99,TX_d43720f2,2024-10-30 17:21:01.395265+00:00,Grocery,physical,1656.97,BRL,Brazil,Unknown City,medium,Gold Credit,False,Chrome,web,0,False,17,False,2.0,76126.63463909106,2.0,2.0,72022.04199777682,False
100,TX_f27b9dd9,2024-09-30 17:44:56.529571+00:00,Travel,airlines,1136.97,EUR,France,Unknown City,medium,Gold Credit,False,Android App,mobile,0,True,17,False,327.0,11913325.972097052,96.0,12.0,2157966.486231223,False
101,TX_f8fd41e6,2024-10-11 13:53:29.711572+00:00,Gas,major,266.81,EUR,France,Unknown City,medium,Basic Credit,False,Edge,web,0,False,13,False,488.0,11825436.953784019,100.0,12.0,1453262.7522723854,False
102,TX_8bf14127,2024-10-04 04:23:34.642656+00:00,Education,online,4.0,EUR,France,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,1,False,4,False,52.0,2008670.249844577,41.0,10.0,724665.0427400086,True
103,TX_04fedb8f,2024-10-16 03:17:41.756384+00:00,Restaurant,fast_food,212.83,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Firefox,web,1,False,3,False,486.0,20995055.700778026,104.0,12.0,1847797.1501385176,True
104,TX_34e79e02,2024-10-16 05:20:53.265590+00:00,Education,supplies,299.19,USD,USA,Chicago,large,Premium Debit,False,Chrome,web,0,False,5,False,120.0,644354.6182658606,67.0,9.0,414449.44227636745,False
105,TX_c275a43e,2024-10-16 02:51:47.641651+00:00,Retail,online,8511.77,BRL,Brazil,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,0,False,2,False,453.0,9791667.63111237,100.0,12.0,995785.2495412114,True
106,TX_4b71d2df,2024-10-13 07:37:51.099767+00:00,Gas,major,1146.87,USD,USA,Chicago,large,Platinum Credit,False,iOS App,mobile,0,False,7,True,676.0,24162347.75398002,104.0,12.0,2542132.90574888,False
107,TX_0dfb6aee,2024-10-16 18:45:30.932078+00:00,Education,supplies,9.54,BRL,Brazil,Unknown City,medium,Platinum Credit,False,iOS App,mobile,1,False,18,False,727.0,209531484.12549326,105.0,12.0,1728630.3087552534,True
108,TX_a101d8c0,2024-10-30 09:11:35.607137+00:00,Education,online,200478.32,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Chrome,web,0,False,9,False,20.0,2831026.0466805203,19.0,4.0,592239.0163638396,False
109,TX_eedb54bc,2024-10-12 07:27:44.611960+00:00,Retail,online,2353.12,CAD,Canada,Unknown City,medium,Platinum Credit,False,Chrome,web,0,False,7,True,605.0,24762276.29083963,104.0,12.0,3386640.981423613,False
110,TX_28f683e7,2024-10-06 07:16:34.067383+00:00,Travel,transport,250.46,GBP,UK,Unknown City,medium,Premium Debit,False,iOS App,mobile,0,True,7,True,735.0,19970078.456520226,105.0,12.0,2348114.1766044456,False
111,TX_cabb4c05,2024-10-14 09:27:27.116238+00:00,Restaurant,premium,103866.17,RUB,Russia,Unknown City,medium,Basic Credit,False,iOS App,mobile,1,False,9,False,424.0,12916372.956857793,99.0,12.0,1509730.9190955264,True
112,TX_a0faf63b,2024-10-01 09:55:55.101312+00:00,Grocery,physical,443.69,USD,USA,Dallas,medium,Gold Credit,False,Android App,mobile,0,False,9,False,1101.0,39857840.642088726,105.0,12.0,2083130.4562638178,False
113,TX_3a6910f5,2024-10-16 02:44:22.711723+00:00,Restaurant,casual,4.23,BRL,Brazil,Unknown City,medium,Basic Credit,True,NFC Payment,pos,1,False,2,False,753.0,26735417.024353217,104.0,12.0,837302.3020600912,True
114,TX_fb1ae5b2,2024-10-18 08:49:41.953678+00:00,Gas,major,2348.93,SGD,Singapore,Unknown City,medium,Platinum Credit,False,iOS App,mobile,0,False,8,False,648.0,21243770.576647505,104.0,12.0,2785387.3963142857,False
115,TX_41d6a1e3,2024-10-05 18:52:27.442096+00:00,Travel,airlines,1550.39,EUR,France,Unknown City,medium,Platinum Credit,False,Chrome,web,0,True,18,True,633.0,20420035.78319895,105.0,12.0,2892822.9241698366,False
116,TX_44574a9d,2024-10-19 03:55:55.329195+00:00,Restaurant,fast_food,1102.3,BRL,Brazil,Unknown City,medium,Premium Debit,False,Firefox,web,1,False,3,True,553.0,14773031.552601986,102.0,12.0,2815940.945879383,False
